open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2026-01-01 18:00:00,88316.38000000,88364.00000000,88105.08000000,88193.94000000,257.59166000,2026-01-01 18:59:59,22723761.61607890,78932,103.67950000,9145095.87272430,0
2026-01-01 19:00:00,88193.94000000,88431.23000000,88062.32000000,88391.15000000,216.66303000,2026-01-01 19:59:59,19115827.49782770,51037,103.76027000,9157513.63281540,0
2026-01-01 20:00:00,88391.16000000,88391.16000000,88240.00000000,88258.12000000,135.39527000,2026-01-01 20:59:59,11957218.42489120,48126,55.03448000,4860177.15909070,0
2026-01-01 21:00:00,88258.12000000,88447.84000000,88254.08000000,88377.67000000,168.57205000,2026-01-01 21:59:59,14893607.28587840,52927,90.36474000,7983328.21042750,0
2026-01-01 22:00:00,88377.67000000,88699.99000000,88377.67000000,88645.57000000,474.23054000,2026-01-01 22:59:59,41993703.73054180,82915,273.87418000,24251409.02768670,0
2026-01-01 23:00:00,88645.57000000,88919.45000000,88474.63000000,88839.04000000,593.05254000,2026-01-01 23:59:59,52628414.66716980,99965,290.58816000,25788513.59017730,0
2026-01-02 00:00:00,88839.05000000,88890.09000000,88594.39000000,88833.97000000,448.72758000,2026-01-02 00:59:59,39827833.44193030,115730,211.53331000,18776286.19512270,0
2026-01-02 01:00:00,88833.96000000,88877.12000000,88525.73000000,88639.89000000,242.38673000,2026-01-02 01:59:59,21495244.31414050,72369,108.56745000,9627943.81035060,0
2026-01-02 02:00:00,88639.89000000,88665.10000000,88379.88000000,88637.03000000,253.81052000,2026-01-02 02:59:59,22461052.25363300,80520,146.01859000,12921636.30213290,0
2026-01-02 03:00:00,88637.02000000,89120.01000000,88573.64000000,88950.65000000,670.13653000,2026-01-02 03:59:59,59603555.47060950,172283,408.86406000,36364539.20414240,0
2026-01-02 04:00:00,88950.64000000,88992.00000000,88629.00000000,88637.64000000,287.46487000,2026-01-02 04:59:59,25529482.46413630,106611,119.81879000,10641979.08296400,0
2026-01-02 05:00:00,88637.64000000,88787.56000000,88576.56000000,88765.20000000,223.91609000,2026-01-02 05:59:59,19860826.93548960,59571,133.36332000,11829201.61382580,0
2026-01-02 06:00:00,88765.21000000,89079.44000000,88715.44000000,88935.04000000,291.36506000,2026-01-02 06:59:59,25900581.50894780,80603,145.29680000,12917352.09596310,0
2026-01-02 07:00:00,88935.05000000,89068.62000000,88794.01000000,88857.61000000,387.57118000,2026-01-02 07:59:59,34459745.08280250,80222,148.46219000,13204440.56678600,0
2026-01-02 08:00:00,88857.60000000,89200.00000000,88758.94000000,89178.13000000,436.78167000,2026-01-02 08:59:59,38879305.68976060,99179,223.46850000,19899830.98257710,0
2026-01-02 09:00:00,89178.13000000,89484.06000000,89106.34000000,89467.32000000,885.84196000,2026-01-02 09:59:59,79087555.98742610,177464,462.07255000,41258459.94256210,0
2026-01-02 10:00:00,89467.32000000,89942.44000000,89451.34000000,89666.29000000,1401.67184000,2026-01-02 10:59:59,125752904.41737000,207990,707.44878000,63461409.40705670,0
2026-01-02 11:00:00,89666.30000000,89682.04000000,89360.00000000,89502.95000000,610.27074000,2026-01-02 11:59:59,54620614.33435000,113641,183.76402000,16447410.59191280,0
2026-01-02 12:00:00,89502.94000000,89593.17000000,89387.01000000,89400.00000000,388.55376000,2026-01-02 12:59:59,34769665.92700560,120082,183.16170000,16390034.04319000,0
2026-01-02 13:00:00,89400.00000000,89688.60000000,89309.94000000,89348.68000000,481.02676000,2026-01-02 13:59:59,43043582.63570770,113714,201.69590000,18052826.43583880,0
2026-01-02 14:00:00,89348.67000000,90135.00000000,88459.96000000,89580.00000000,2152.74387000,2026-01-02 14:59:59,192276679.81407930,580437,1149.17536000,102706010.21599580,0
2026-01-02 15:00:00,89580.01000000,89888.00000000,88800.00000000,89418.11000000,1551.51931000,2026-01-02 15:59:59,138737052.72836600,730725,797.36023000,71299176.94179040,0
